avg_type,id,pos,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,pos_ecr.x,sd_ecr.x,pos_ecr.y,sd_ecr.y
robust,15800,TE,13.3235,19.3872189,0.282999999999999,1.55465,25.09235,-14.9865,-4.0108,-64.16375,229,298,237,44,12,84,0,84,0
robust,11247,TE,13.0405,0.5915574,0.994500000000002,2.1279,40.8387,-15.2695,-3.43755,-48.4174,231,274,217,45,13,24.5,0.5,24.5,0.5
robust,15341,TE,12.046,17.5747404,0.271999999999998,1.3774,22.7146,-16.264,-4.18805,-66.5415,236,312,238,46,13,88,0,88,0
robust,13763,TE,11.774,14.8645476,0.1205,2.7506,20.7974,-16.536,-2.81485,-68.4587,238,245,243,47,13,47,0,47,0
robust,15337,TE,11.6535,2.8110096,0.299,0.5636,37.757,-16.6565,-5.00185,-51.4991,240,359,220,48,13,43,0,43,0
robust,12677,TE,11.3545,15.3382383,0.0195000000000007,2.04355,20.66545,-16.9555,-3.5219,-68.59065,241,277,244,49,13,59,0,59,0
robust,13994,TE,11.335,14.625849,0.1045,2.4565,20.2135,-16.975,-3.10895,-69.0426,242,252,245,50,13,57,0,57,0
robust,12309,TE,11.2305,16.2633807,0.0140000000000011,1.35795,21.10305,-17.0795,-4.2075,-68.15305,244,313,241,51,13,75,0,75,0
robust,15916,TE,11.2165,16.1358771,0.511249999999999,1.42135,21.01165,-17.0935,-4.1441,-68.24445,245,308,242,52,13,78,0,78,0
robust,13940,TE,10.70525,0.6167616,0.147250000000001,1.4046,34.2879,-17.60475,-4.16085,-54.9682,251,310,228,53,13,37,0,37,0
robust,15840,TE,10.558,2.5174548,0.166499999999999,0.7818,33.531,-17.752,-4.78365,-55.7251,252,349,230,54,13,32,0,32,0
robust,15344,TE,10.3915,14.9868621,0.5245,1.29385,19.48915,-17.9185,-4.2716,-69.76695,253,316,246,55,13,76,0,76,0
robust,14871,TE,9.867,0.0830256000000001,0.0250000000000021,3.1576,27.2308,-18.443,-2.40785,-62.0253,257,228,235,56,13,23.5,1.5,23.5,1.5
robust,16214,TE,9.842,,0.00649999999999906,9.842,9.842,-18.468,4.27655,-79.4141,258,25,268,57,13,2.5,0.5,2.5,0.5
robust,12317,TE,9.8355,14.1803277,0.097999999999999,1.22745,18.44355,-18.4745,-4.338,-70.81255,259,321,248,58,13,97,0,97,0
robust,15990,TE,9.7375,14.1773625,0.0844999999999985,1.13125,18.34375,-18.5725,-4.4342,-70.91235,260,332,249,59,13,,,,
robust,14239,TE,9.653,12.6717822,0.116500000000004,1.9607,17.3453,-18.657,-3.60475,-71.9108,261,282,253,60,13,67,0,67,0
robust,15335,TE,9.5365,13.8823251,0.1465,1.10935,17.96365,-18.7735,-4.4561,-71.29245,262,334,250,61,14,89,0,89,0
robust,15909,TE,9.39,13.358226,0.3535,1.281,17.499,-18.92,-4.28445,-71.7571,263,318,252,62,14,112,0,112,0
robust,15803,TE,9.0365,13.1410251,0.270999999999999,1.05935,17.01365,-19.2735,-4.5061,-72.24245,265,337,254,63,14,55,0,55,0
robust,14141,TE,8.7655,11.4671697,0.103499999999999,1.80445,15.72655,-19.5445,-3.761,-73.52955,267,286,260,64,14,52,0,52,0
robust,13753,TE,8.662,11.9171388,0.0980000000000008,1.4278,15.8962,-19.648,-4.13765,-73.3599,268,307,258,65,14,87,0,87,0
robust,16213,TE,8.564,,0.109500000000001,8.564,8.564,-19.746,2.99855,-80.6921,269,36,270,66,14,4.5,0.5,4.5,0.5
robust,15970,TE,8.4545,11.7799983,0.534,1.30355,15.60545,-19.8555,-4.2619,-73.65065,271,315,261,67,14,64,0,64,0
robust,14876,TE,7.9205,11.2373667,1.32425,1.09895,14.74205,-20.3895,-4.4665,-74.51405,274,335,263,68,15,111,0,111,0
robust,13427,TE,6.59625,3.5048664,1.26625,1.4554,16.5583,-21.71375,-4.11005,-72.6978,276,303,255,69,15,36,0,36,0
robust,16641,TE,5.33,,0.226000000000001,5.33,5.33,-22.98,-0.235450000000003,-83.9261,278,124,274,70,15,11.5,0.5,11.5,0.5
robust,15796,TE,5.104,1.8710412,0.40275,0.2902,15.8026,-23.206,-5.27525,-73.4535,279,381,259,71,15,46,0,46,0
robust,14146,TE,4.70125,1.3743702,0.0542499999999997,0.4097,14.5244,-23.60875,-5.15575,-74.7317,280,371,264,72,15,81,0,81,0
robust,16215,TE,4.647,,0.32,4.647,4.647,-23.663,-0.918450000000004,-84.6091,281,169,275,73,15,22,1,22,1
robust,13424,TE,4.327,,1.003,4.327,4.327,-23.983,-1.23845,-84.9291,283,181,276,74,16,21,2,21,2
robust,16644,TE,3.324,,0.324999999999999,3.324,3.324,-24.986,-2.24145,-85.9321,286,219,278,75,16,27.5,1.5,27.5,1.5
robust,16222,TE,2.999,,0.708,2.999,2.999,-25.311,-2.56645,-86.2571,287,240,281,76,16,20.5,0.5,20.5,0.5
robust,11647,TE,2.291,,0.238,2.291,2.291,-26.019,-3.27445,-86.9651,293,264,284,77,16,,,,
robust,16212,TE,2.053,,0.0534999999999997,2.053,2.053,-26.257,-3.51245,-87.2031,294,276,287,78,16,30,1,30,1
robust,14370,TE,1.9995,0.4796211,0.4435,1.70835,2.29065,-26.3105,-3.8571,-86.96545,295,290,285,79,17,45,0,45,0
robust,16113,TE,1.556,,0.15,1.556,1.556,-26.754,-4.00945,-87.7001,297,297,288,80,17,79,0,79,0
robust,16219,TE,1.406,,0.175,1.406,1.406,-26.904,-4.15945,-87.8501,300,309,289,81,17,58,0,58,0
robust,15541,TE,1.231,,0.0229999999999999,1.231,1.231,-27.079,-4.33445,-88.0251,301,320,290,82,17,71,0,71,0
robust,16220,TE,1.208,,0.0500000000000003,1.208,1.208,-27.102,-4.35745,-88.0481,302,323,291,83,17,82,0,82,0
robust,16000,TE,1.158,,0.0139999999999998,1.158,1.158,-27.152,-4.40745,-88.0981,303,326,292,84,17,104,0,104,0
robust,15026,TE,1.144,,0.167,1.144,1.144,-27.166,-4.42145,-88.1121,304,330,293,85,17,91,0,91,0
robust,16221,TE,0.977,,0.247,0.977,0.977,-27.333,-4.58845,-88.2791,306,342,294,86,17,77,0,77,0
robust,15534,TE,0.73,,0.169,0.73,0.73,-27.58,-4.83545,-88.5261,308,352,295,87,17,,,,
robust,16216,TE,0.561,,0.00800000000000001,0.561,0.561,-27.749,-5.00445,-88.6951,309,360,296,88,17,73,0,73,0
robust,14984,TE,0.553,,0.06,0.553,0.553,-27.757,-5.01245,-88.7031,310,362,297,89,17,92,0,92,0
robust,15041,TE,0.493,,0.216,0.493,0.493,-27.817,-5.07245,-88.7631,311,365,298,90,17,,,,
robust,15804,TE,0.277,,0.004,0.277,0.277,-28.033,-5.28845,-88.9791,314,383,299,91,17,113,0,113,0
robust,15339,TE,0.273,,0.001,0.273,0.273,-28.037,-5.29245,-88.9831,315,384,300,92,17,110,0,110,0
robust,13919,TE,0.272,,0.004,0.272,0.272,-28.038,-5.29345,-88.9841,316,385,301,93,17,,,,
robust,15929,TE,0.268,,0.003,0.268,0.268,-28.042,-5.29745,-88.9881,317,386,302,94,17,109,0,109,0
robust,12680,TE,0.265,,0.01,0.265,0.265,-28.045,-5.30045,-88.9911,318,387,303,95,17,,,,
robust,16333,TE,0.255,,0.014,0.255,0.255,-28.055,-5.31045,-89.0011,319,388,304,96,17,80,0,80,0
robust,14875,TE,0.241,,0.055,0.241,0.241,-28.069,-5.32445,-89.0151,320,389,305,97,17,61,0,61,0
robust,14939,TE,0.186,,0.004,0.186,0.186,-28.124,-5.37945,-89.0701,321,392,306,98,17,,,,
robust,15333,TE,0.186,,0,0.186,0.186,-28.124,-5.37945,-89.0701,321,392,306,98,17,,,,
robust,15070,TE,0.182,,0.003,0.182,0.182,-28.128,-5.38345,-89.0741,322,393,307,99,17,,,,
robust,15334,TE,0.182,,0,0.182,0.182,-28.128,-5.38345,-89.0741,322,393,307,99,17,,,,
robust,15604,TE,0.182,,0,0.182,0.182,-28.128,-5.38345,-89.0741,322,393,307,99,17,98,0,98,0
robust,16425,TE,0.179,,0.001,0.179,0.179,-28.131,-5.38645,-89.0771,323,394,308,100,17,100,0,100,0
robust,16483,TE,0.179,,0,0.179,0.179,-28.131,-5.38645,-89.0771,323,394,308,100,17,93,0,93,0
robust,14996,TE,0.178,,0.004,0.178,0.178,-28.132,-5.38745,-89.0781,324,395,309,101,17,,,,
robust,15544,TE,0.174,,0.00299999999999998,0.174,0.174,-28.136,-5.39145,-89.0821,325,397,310,102,17,,,,
robust,16496,TE,0.171,,0.001,0.171,0.171,-28.139,-5.39445,-89.0851,326,398,311,103,17,,,,
robust,14488,TE,0.17,,0.001,0.17,0.17,-28.14,-5.39545,-89.0861,327,399,312,104,17,,,,
robust,16269,TE,0.169,,0.002,0.169,0.169,-28.141,-5.39645,-89.0871,328,400,313,105,17,74,0,74,0
robust,14873,TE,0.167,,0.002,0.167,0.167,-28.143,-5.39845,-89.0891,329,402,314,106,17,,,,
robust,15795,TE,0.165,,0.001,0.165,0.165,-28.145,-5.40045,-89.0911,330,403,315,107,17,86,0,86,0
robust,16218,TE,0.165,,0,0.165,0.165,-28.145,-5.40045,-89.0911,330,403,315,107,17,103,0,103,0
robust,16249,TE,0.165,,0,0.165,0.165,-28.145,-5.40045,-89.0911,330,403,315,107,17,,,,
robust,16312,TE,0.165,,0,0.165,0.165,-28.145,-5.40045,-89.0911,330,403,315,107,17,90,0,90,0
robust,13065,TE,0.164,,0.00600000000000001,0.164,0.164,-28.146,-5.40145,-89.0921,331,404,316,108,17,,,,
robust,16435,TE,0.158,,0.002,0.158,0.158,-28.152,-5.40745,-89.0981,332,405,317,109,17,,,,
robust,16524,TE,0.156,,0.001,0.156,0.156,-28.154,-5.40945,-89.1001,333,406,318,110,17,108,0,108,0
robust,16474,TE,0.155,,0.001,0.155,0.155,-28.155,-5.41045,-89.1011,334,407,319,111,17,106,0,106,0
robust,12955,TE,0.154,,0.000999999999999973,0.154,0.154,-28.156,-5.41145,-89.1021,335,408,320,112,17,94,0,94,0
robust,14240,TE,0.153,,0.047,0.153,0.153,-28.157,-5.41245,-89.1031,336,409,321,113,17,,,,
robust,15563,TE,0.106,,0,0.106,0.106,-28.204,-5.45945,-89.1501,338,411,322,114,17,99,0,99,0
robust,0516,DST,40.8025,0.622692000000001,1.3225,6.932,128.261,1.61499999999999,0.727,1.91999999999999,94,85,97,1,1,4.5,0.5,4.5,0.5
robust,0501,DST,39.48,0.163085999999999,0.29249999999999,6.011,126.341,0.29249999999999,-0.193999999999999,0,98,120,103,2,2,15.5,2.5,15.5,2.5
robust,0502,DST,39.1875,0.0148259999999997,0.300000000000004,5.611,126.472,0,-0.593999999999999,0.131000000000014,103,149,100,3,3,28,0,28,0
robust,0531,DST,38.8875,2.194248,0.0750000000000028,5.578,123.361,-0.300000000000004,-0.626999999999998,-2.97999999999998,105,154,108,4,4,16,1,16,1
robust,0505,DST,38.8125,2.14977,0.302500000000002,5.595,123.09,-0.375000000000007,-0.609999999999999,-3.25099999999999,107,152,109,5,5,2.5,0.5,2.5,0.5
robust,0532,DST,38.51,0.622692,0.884999999999998,6.042,122.322,-0.677500000000009,-0.162999999999999,-4.01900000000001,109,117,113,6,6,25.5,1.5,25.5,1.5
robust,0507,DST,37.625,0.578214,0.342500000000001,6.179,118.823,-1.56250000000001,-0.0259999999999989,-7.51799999999997,113,106,119,7,7,9,0,9,0
robust,0503,DST,37.2825,1.11195,0.597499999999997,5.885,117.836,-1.90500000000001,-0.319999999999999,-8.505,117,130,122,8,8,23,0,23,0
robust,0506,DST,36.685,0.355824,0.2425,6.044,116.006,-2.50250000000001,-0.161,-10.335,123,116,125,9,9,4.5,0.5,4.5,0.5
robust,0518,DST,36.4425,0.296519999999999,0.00500000000000256,6.01,115.279,-2.745,-0.194999999999999,-11.062,128,121,128,10,9,16.5,2.5,16.5,2.5
robust,0510,DST,36.4375,0.192738,0.425000000000004,5.943,115.536,-2.75000000000001,-0.262,-10.805,129,128,127,11,10,2.5,0.5,2.5,0.5
robust,0514,DST,36.0125,1.126776,0.25,5.586,114.027,-3.17500000000001,-0.618999999999999,-12.314,133,153,130,12,11,13,1,13,1
robust,0517,DST,35.7625,2.060814,0.0249999999999915,5.629,112.108,-3.42500000000001,-0.575999999999999,-14.233,135,147,133,13,12,20,1,20,1
robust,0529,DST,35.7375,1.749468,0.177500000000009,5.948,111.491,-3.45,-0.256999999999999,-14.85,136,126,135,14,13,7,0,7,0
robust,0512,DST,35.56,0.726474,0.354999999999997,6.269,111.011,-3.62750000000001,0.0640000000000001,-15.33,140,100,138,15,14,16,0,16,0
robust,0520,DST,35.205,1.4826,0.314999999999998,5.64,110.634,-3.98250000000001,-0.564999999999999,-15.707,143,146,139,16,15,26.5,0.5,26.5,0.5
robust,0525,DST,34.89,2.238726,0.402500000000003,6.031,107.749,-4.29750000000001,-0.173999999999999,-18.592,145,118,147,17,16,10.5,0.5,10.5,0.5
robust,0523,DST,34.4875,0.266867999999998,0.267499999999991,5.948,108.431,-4.70000000000001,-0.256999999999999,-17.91,148,126,146,18,17,28.5,0.5,28.5,0.5
robust,0530,DST,34.22,2.564898,0.157500000000006,5.713,105.847,-4.9675,-0.491999999999999,-20.494,149,140,155,19,18,1,0,1,0
robust,0515,DST,34.0625,1.527078,0.0549999999999997,5.833,105.976,-5.12500000000001,-0.371999999999999,-20.365,150,134,154,20,18,7,1,7,1
robust,0509,DST,34.0075,0.59304,0.877499999999998,5.55,107.421,-5.18000000000001,-0.654999999999999,-18.92,151,155,148,21,19,25.5,0.5,25.5,0.5
robust,0513,DST,33.13,0.415128,0.0700000000000074,5.648,104.18,-6.05750000000001,-0.556999999999999,-22.161,161,145,161,22,20,22,0,22,0
robust,0511,DST,33.06,1.200906,0.0150000000000006,5.221,104.275,-6.12750000000001,-0.983999999999998,-22.066,162,173,160,23,20,16,1,16,1
robust,0524,DST,33.045,3.973368,0.82,6.008,99.482,-6.14250000000001,-0.196999999999999,-26.859,163,122,174,24,21,12,1,12,1
robust,0522,DST,32.225,0.44478,0.357499999999995,5.73,100.68,-6.96250000000001,-0.474999999999999,-25.661,171,138,171,25,22,19.5,1.5,19.5,1.5
robust,0521,DST,31.8675,0.22239,0.1175,6.205,98.374,-7.32000000000001,0,-27.967,174,103,178,26,23,7,1,7,1
robust,0526,DST,31.75,0.207564,0.982500000000002,5.754,99.138,-7.43750000000001,-0.451,-27.203,175,137,175,27,24,11,1,11,1
robust,0519,DST,30.7675,0.845082,0.124999999999993,5.267,96.248,-8.42000000000001,-0.938,-30.093,181,172,182,28,25,32,0,32,0
robust,0504,DST,30.6425,0.118608,0.0250000000000057,5.378,96.215,-8.545,-0.826999999999999,-30.126,184,163,183,29,26,30,0,30,0
robust,0508,DST,30.6175,0.874734,0.612500000000001,5.389,95.362,-8.57000000000001,-0.815999999999999,-30.979,185,162,184,30,27,20,0,20,0
robust,0528,DST,30.005,0.489257999999999,2.1325,5.853,92.325,-9.18250000000001,-0.351999999999999,-34.016,189,133,191,31,28,31,0,31,0
robust,0527,DST,27.8725,0.459606000000001,0,4.921,87.1,-11.315,-1.284,-39.241,204,184,201,32,28,24.5,0.5,24.5,0.5
robust,13898,K,86.802,,3.08750000000001,86.802,86.802,39.24530796875,78.142,-56.7011,6,1,232,1,1,,,,
robust,15979,K,83.7145,109.9266357,29.5239192307692,16.98445,150.44455,36.15780796875,8.32445000000001,6.94145,8,13,86,2,2,13.33,0.47,13.33,0.47
robust,13403,K,54.1905807692308,0.00248620615384623,5.00504591208792,8.92849076923077,171.8696,6.63388873798078,0.268490769230768,28.3665,70,96,54,3,3,8.33,0.47,8.33,0.47
robust,13354,K,49.1855348571429,0.237009283200001,0.999225986175112,9.42612548571429,152.3298,1.62884282589285,0.766125485714285,8.82669999999999,93,82,84,4,4,3,0,3,0
robust,13303,K,48.1863088709677,2.2828548716129,0.413299780221685,8.55421193548387,149.0125,0.629616839717741,-0.105788064516128,5.5094,97,110,92,5,4,2,0,2,0
robust,12860,K,47.7730090907461,1.9406694882396,0.0162776621746303,8.5319327266858,147.9149,0.216317059496056,-0.128067273314205,4.4118,99,111,93,6,4,6.33,0.47,6.33,0.47
robust,12437,K,47.7567314285714,1.217324736,0.200039397321426,8.05103314285714,149.8092,0.200039397321426,-0.608966857142857,6.30609999999999,101,151,90,7,4,12.33,0.47,12.33,0.47
robust,10976,K,47.55669203125,2.3304753110625,0.637155180771529,8.21718840625,147.57588840625,0,-0.442811593749999,4.07278840625,103,136,94,8,4,1,0,1,0
robust,15368,K,46.9195368504785,0.119872061922489,1.3367451879169,9.72723266172249,143.5031,-0.637155180771529,1.06723266172249,0,108,72,103,9,5,4.33,0.47,4.33,0.47
robust,13832,K,45.5827916625616,2.01015852434483,0.406484052267459,8.17974998522167,140.8783,-1.97390036868843,-0.480250014778326,-2.62480000000002,118,139,107,10,5,9.33,0.47,9.33,0.47
robust,10868,K,45.1763076102941,0.571941947911765,0.146503079044109,8.43280739705882,140.1539,-2.38038442095588,-0.227192602941177,-3.3492,122,123,110,11,6,20.67,0.47,20.67,0.47
robust,14244,K,45.02980453125,0.118284607875,0.0717026911407857,7.9981963125,141.1971,-2.52688749999999,-0.6618036875,-2.30600000000001,124,156,106,12,6,11.33,0.47,11.33,0.47
robust,11945,K,44.9581018401092,1.85116344741626,0.747891920754384,8.34626662439321,138.3509,-2.59859019114078,-0.313733375606795,-5.15219999999999,125,129,114,13,6,10.33,0.47,10.33,0.47
robust,11387,K,44.2102099193548,1.37905569425807,0.228346828221838,8.47285570967742,135.7879,-3.34648211189516,-0.18714429032258,-7.71519999999998,134,119,120,14,6,18.67,0.47,18.67,0.47
robust,14983,K,43.981863091133,0.891854524344828,0.396294091133001,8.51860712807882,135.3201,-3.574828940117,-0.141392871921182,-8.18299999999999,138,113,121,15,6,5.33,0.47,5.33,0.47
robust,14717,K,43.585569,1.5637338024,1.79058451724137,8.3107484,133.7813,-3.97112303125,-0.349251600000001,-9.72180000000003,142,132,124,16,7,19.67,0.47,19.67,0.47
robust,8930,K,41.7949844827586,1.05125542344828,2.77204970253885,7.87184413793104,128.9741,-5.76170754849137,-0.788155862068965,-14.529,158,160,134,17,8,25.67,0.47,25.67,0.47
robust,12956,K,39.0229347802198,1.34362237938462,0.0447682650682566,7.18436520879121,120.4982,-8.53375725103022,-1.47563479120879,-23.0049,183,194,163,18,8,28.5,0.5,28.5,0.5
robust,11936,K,38.9781665151515,1.54388169854546,1.96963577403477,7.76279945454546,118.6386,-8.57852551609848,-0.897200545454545,-24.8645,186,167,169,19,9,17.67,0.47,17.67,0.47
robust,8851,K,37.0085307411168,2.25633489288122,0.239939167946019,7.88031066802031,110.5504,-10.5481612901333,-0.779689331979696,-32.9527,200,159,188,20,9,29.5,0.5,29.5,0.5
robust,13718,K,36.7685915731707,0.459136232765855,0.71826943031359,7.66096831463415,112.002468314634,-10.7881004580793,-0.999031685365854,-31.5006316853659,202,174,186,21,9,15.33,0.47,15.33,0.47
robust,15369,K,36.0503221428571,41.866663791,0.649854786683903,10.6355120714286,61.4651322142857,-11.5063698883929,1.97551207142857,-82.0379677857143,206,58,272,22,10,22.67,0.47,22.67,0.47
robust,13719,K,35.4004673561732,2.78451639095023,2.76684923181558,6.81968248222366,107.006,-12.1562246750768,-1.84031751777634,-36.4971,212,204,195,23,11,26.67,0.47,26.67,0.47
robust,9694,K,32.6336181243577,1.91438686234532,23.8436181243577,6.50912362487153,98.6979236248715,-14.9230739068923,-2.15087637512847,-44.8051763751285,228,214,213,24,12,21.67,0.47,21.67,0.47
robust,16414,K,8.79,,0.130000000000001,8.79,8.79,-38.76669203125,0.130000000000001,-134.7131,551,98,548,25,12,7.33,0.47,7.33,0.47
robust,16286,K,8.66,,0.16,8.66,8.66,-38.89669203125,0,-134.8431,552,103,549,26,12,14.33,0.47,14.33,0.47
robust,16444,K,8.5,,0.0800000000000001,8.5,8.5,-39.05669203125,-0.16,-135.0031,553,115,550,27,12,16.33,0.47,16.33,0.47
robust,16339,K,8.42,,0.59,8.42,8.42,-39.13669203125,-0.24,-135.0831,554,125,551,28,13,24.67,0.47,24.67,0.47
robust,16681,K,7.83,,0.0999999999999996,7.83,7.83,-39.72669203125,-0.83,-135.6731,555,164,552,29,13,17.33,11.03,17.33,11.03
robust,16410,K,7.73,,0.100000000000001,7.73,7.73,-39.82669203125,-0.93,-135.7731,556,170,553,30,13,,,,
robust,16680,K,7.63,,0.31,7.63,7.63,-39.92669203125,-1.03,-135.8731,557,175,554,31,13,,,,
robust,14600,K,7.32,,0.0500000000000007,7.32,7.32,-40.23669203125,-1.34,-136.1831,558,188,555,32,13,,,,
robust,15999,K,7.27,,0,7.27,7.27,-40.28669203125,-1.39,-136.2331,559,189,556,33,13,,,,
weighted,14783,QB,134.966699296482,198.746088913348,5.01395035175878,15.0663075360101,348.958622161049,36.4884100502513,2.88874464287353,90.2201339257147,10,47,9,1,1,4.33,0.47,4.33,0.47
weighted,13589,QB,129.952748944724,188.666354224032,9.27185366834172,17.1386592550844,333.077886247666,31.4744596984925,4.96109636194781,74.3393980123318,15,20,17,2,1,1,0,1,0
weighted,13116,QB,120.680895276382,173.430570040016,3.81518472361809,17.1193142133101,307.400155493135,22.2026060301508,4.94175132017348,48.6616672578002,28,21,32,3,1,2,0,2,0
weighted,13593,QB,116.865710552764,170.741033057515,5.00458894472362,12.3641853507651,300.712351258071,18.3874213065327,0.186622457628459,41.9738630227363,37,93,36,4,1,3,0,3,0
weighted,14782,QB,111.86112160804,164.259826169192,1.56687899497487,13.5879827595289,288.710179745674,13.3828323618091,1.41041986639229,29.9716915103397,54,70,55,5,1,10.33,1.25,10.33,1.25
weighted,15698,QB,110.294242613065,161.908876074821,0.0950490452261192,12.4476593020334,284.624858803572,11.8159533668342,0.270096408896793,25.8863705682373,59,92,57,6,1,17,1.63,17,1.63
weighted,12620,QB,110.199193567839,161.8845121043,0.724114572864309,12.5125969436863,284.502138811068,11.7209043216081,0.335034050549702,25.7636505757339,60,91,58,7,1,12.33,0.47,12.33,0.47
weighted,14777,QB,109.475078994975,157.001242591011,2.79184080402013,15.2819854858053,278.513319856341,10.9967897487438,3.10442259266871,19.7748316210065,61,43,67,8,1,7,0,7,0
weighted,14779,QB,106.683238190955,155.669832184214,0.500562613065327,14.1259920852703,274.273167172991,8.20494894472363,1.94842919213369,15.5346789376571,68,60,73,9,1,15.67,1.25,15.67,1.25
weighted,14056,QB,106.182675577889,151.256585832034,3.22030331658293,15.7855836023173,269.031033450236,7.7043863316583,3.6080207091807,10.2925452149013,71,32,81,10,1,8,0,8,0
weighted,15237,QB,102.962372261307,153.63408552661,0.188932060301482,8.56689676920117,268.388502789798,4.48408301507537,-3.61066612393545,9.6500145544635,84,247,83,11,1,14.33,1.25,14.33,1.25
weighted,12611,QB,102.773440201005,150.787802127242,4.29515095477389,12.2276898009696,265.123012376965,4.29515095477389,0.0501269078329685,6.38452414163027,85,100,90,12,1,9.33,0.47,9.33,0.47
weighted,10700,QB,98.4782892462312,148.835968597495,2.8779065326633,7.40847586851234,258.738488235334,0,-4.76908702462428,0,103,273,103,13,1,22,0,22,0
weighted,13590,QB,95.6003827135678,139.882792034024,2.65655497487438,11.5083009177332,246.210074356238,-2.8779065326633,-0.669261975403453,-12.5284138790958,118,150,129,14,1,18,0.82,18,0.82
weighted,11644,QB,92.9438277386935,138.845680039298,0.542397185929644,9.56676281711661,242.435639519666,-5.53446150753769,-2.61080007602001,-16.3028487156684,136,208,137,15,1,25.67,0.47,25.67,0.47
weighted,14778,QB,92.4014305527638,134.504714515805,0.0982765829145649,11.4114383756991,237.222270974799,-6.07685869346733,-0.766124517437502,-21.5162172605355,141,155,152,16,1,13,1.63,13,1.63
weighted,9431,QB,92.3031539698493,130.557910714953,0.974907738693474,14.8435033768191,232.854666758216,-6.17513527638189,2.66594048368253,-25.8838214771188,142,50,167,17,1,18.33,0.47,18.33,0.47
weighted,11150,QB,91.3282462311558,133.994433906878,0.429081005025111,11.1629623509703,235.592294445346,-7.15004301507537,-1.01460054216629,-23.1461937899879,151,166,159,18,1,23.67,0.94,23.67,0.94
weighted,13113,QB,90.8991652261307,132.515797531701,3.86350130653267,10.8305687170522,233.581509455996,-7.57912402010048,-1.34699417608441,-25.1569787793382,159,172,166,19,1,20.33,0.47,20.33,0.47
weighted,14059,QB,87.035663919598,128.179076002118,0.185916180904513,10.7508910864957,225.031283376149,-11.4426253266332,-1.42667180664094,-33.7072048591851,178,177,185,20,1,20.67,0.47,20.67,0.47
weighted,7836,QB,86.8497477386935,124.590673075587,8.53788341708544,12.1775628931366,220.991424505083,-11.6285415075377,0,-37.7470637302508,180,103,194,21,1,26.33,1.7,26.33,1.7
weighted,10703,QB,78.3118643216081,115.264736544609,27.0483608040201,8.57339687556816,202.42049579391,-20.1664249246231,-3.60416601756845,-56.3179924414246,224,246,223,22,1,24.67,1.7,24.67,1.7
weighted,14067,QB,51.2635035175879,78.3229353173793,6.18350351758794,2.75121809780563,135.595792507586,-47.2147857286432,-9.42634479533098,-123.142695727748,547,305,304,23,1,31.33,0.47,31.33,0.47
weighted,15238,QB,45.08,,4.30918127786033,,,-53.3982892462312,,,549,,,24,1,33.33,0.47,33.33,0.47
weighted,13424,QB,40.7708187221397,52.7480445561729,1.61081872213967,3.72670312603101,76.305205657786,-57.7074705240915,-8.45085976710561,-182.433282577548,558,303,305,25,1,21,2,21,2
weighted,14063,QB,39.16,,6.94677357357357,,,-59.3182892462312,,,559,,,26,1,,,,
weighted,12616,QB,32.2132264264264,39.0885800212799,0.582739939939941,4.49484449566684,58.2736451285264,-66.2650628198047,-7.68271839746978,-200.464843106808,560,302,306,27,1,29.33,0.47,29.33,0.47
weighted,13592,QB,31.6304864864865,34.4417570980344,11.7710864864865,7.20724632043178,54.5928609273632,-66.8478027597447,-4.97031657270484,-204.145627307971,561,277,307,28,1,34,0.82,34,0.82
